norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-20, -20, -20, -20, -20]
5->4->3->2->1


graph_norm_type: 'adjacency'
pair_norm_type: 'adjacency'
pair_dis_type: 'cosine'
pair_trunc: -20
norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-20, -20, -20, -20, -20]
22858, 1.22280347, 0.34038460, 1.22280347               1.17450559, 1.17437613, 1.17418754
22859, 1.22275519, 0.34038460, 1.22275519               1.17450559, 1.17437613, 1.17418754
22860, 1.22270739, 0.33942309, 1.22270739               1.17450559, 1.17437613, 1.17418754
22861, 1.22271669, 0.33942309, 1.22271669               1.17450559, 1.17437613, 1.17418754
22862, 1.22260284, 0.34038460, 1.22260284               1.17450559, 1.17437613, 1.17418754



17503, 1.24335659, 0.33750001, 1.24335659               1.17855299, 1.17845047, 1.17839849
17504, 1.24307847, 0.33653846, 1.24307847               1.17855299, 1.17845047, 1.17839849
17505, 1.24373686, 0.33750001, 1.24373686               1.17855299, 1.17845047, 1.17839849
17506, 1.24371529, 0.33653846, 1.24371529               1.17855299, 1.17845047, 1.17839849
17507, 1.24328876, 0.33750001, 1.24328876               1.17855299, 1.17845047, 1.17839849
17508, 1.24330163, 0.33750001, 1.24330163               1.17855299, 1.17845047, 1.17839849
17509, 1.24338996, 0.33750001, 1.24338996               1.17855299, 1.17845047, 1.17839849
17510, 1.24320197, 0.33750001, 1.24320197               1.17855299, 1.17845047, 1.17839849
17511, 1.24275768, 0.33750001, 1.24275768               1.17855299, 1.17845047, 1.17839849
17512, 1.24275541, 0.33750001, 1.24275541               1.17855299, 1.17845047, 1.17839849
17513, 1.24346888, 0.33750001, 1.24346888               1.17855299, 1.17845047, 1.17839849
17514, 1.24267781, 0.33750001, 1.24267781               1.17855299, 1.17845047, 1.17839849
17515, 1.24265444, 0.33750001, 1.24265444               1.17855299, 1.17845047, 1.17839849
17516, 1.24268317, 0.33750001, 1.24268317               1.17855299, 1.17845047, 1.17839849
17517, 1.24265087, 0.33750001, 1.24265087               1.17855299, 1.17845047, 1.17839849
17518, 1.24278975, 0.33750001, 1.24278975               1.17855299, 1.17845047, 1.17839849
17519, 1.24262297, 0.33750001, 1.24262297               1.17855299, 1.17845047, 1.17839849
17520, 1.24299049, 0.33750001, 1.24299049               1.17855299, 1.17845047, 1.17839849
17521, 1.24283373, 0.33750001, 1.24283373               1.17855299, 1.17845047, 1.17839849
17522, 1.24299777, 0.33750001, 1.24299777               1.17855299, 1.17845047, 1.17839849
17523, 1.24300385, 0.33653846, 1.24300385               1.17855299, 1.17845047, 1.17839849
17524, 1.24262285, 0.33653846, 1.24262285               1.17855299, 1.17845047, 1.17839849
17525, 1.24235022, 0.33653846, 1.24235022               1.17855299, 1.17845047, 1.17839849
17526, 1.24274707, 0.33653846, 1.24274707               1.17855299, 1.17845047, 1.17839849
17527, 1.24252689, 0.33557692, 1.24252689               1.17855299, 1.17845047, 1.17839849




19425, 1.19986343, 0.36923078, 1.19986343               1.19178212, 1.19158685, 1.19087636
19426, 1.19995952, 0.34903845, 1.19995952               1.19178212, 1.19158685, 1.19087636
19427, 1.20292425, 0.35769230, 1.20292425               1.19178212, 1.19158685, 1.19087636
19428, 1.19726777, 0.36923078, 1.19726777               1.19178212, 1.19158685, 1.19087636
19429, 1.19681251, 0.36538461, 1.19681251               1.19178212, 1.19158685, 1.19087636
19430, 1.19719326, 0.35384616, 1.19719326               1.19178212, 1.19158685, 1.19087636
19431, 1.19599831, 0.36538461, 1.19599831               1.19178212, 1.19158685, 1.19087636
19432, 1.19613850, 0.36923078, 1.19613850               1.19178212, 1.19158685, 1.19087636
19433, 1.19783735, 0.35673076, 1.19783735               1.19178212, 1.19158685, 1.19087636
19434, 1.19844365, 0.36346152, 1.19844365               1.19178212, 1.19158685, 1.19087636
19435, 1.19491637, 0.36923078, 1.19491637               1.19178212, 1.19158685, 1.19087636
19436, 1.19770777, 0.36538461, 1.19770777               1.19178212, 1.19158685, 1.19087636
19437, 1.19905555, 0.36250001, 1.19905555               1.19178212, 1.19158685, 1.19087636
19438, 1.19796908, 0.37115383, 1.19796908               1.19178212, 1.19158685, 1.19087636
19439, 1.19798517, 0.35576922, 1.19798517               1.19178212, 1.19158685, 1.19087636
19440, 1.19914436, 0.36250001, 1.19914436               1.19178212, 1.19158685, 1.19087636
19441, 1.19837666, 0.36057693, 1.19837666               1.19178212, 1.19158685, 1.19087636
19442, 1.20010507, 0.35673076, 1.20010507               1.19178212, 1.19158685, 1.19087636
19443, 1.20137215, 0.37019232, 1.20137215               1.19178212, 1.19158685, 1.19087636
19444, 1.19522929, 0.36923078, 1.19522929               1.19178212, 1.19158685, 1.19087636




12480, 1.22704756, 0.35288462, 1.22704756               1.21726346, 1.21679926, 1.21679842
12481, 1.22166610, 0.35673076, 1.22166610               1.21726346, 1.21679926, 1.21679842
12482, 1.21811295, 0.35480770, 1.21811295               1.21726346, 1.21679926, 1.21679842
12483, 1.21840405, 0.35576922, 1.21840405               1.21726346, 1.21679926, 1.21679842
12484, 1.22081602, 0.35384616, 1.22081602               1.21726346, 1.21679926, 1.21679842
12485, 1.22350919, 0.36057693, 1.22350919               1.21726346, 1.21679926, 1.21679842
12486, 1.22504640, 0.35288462, 1.22504640               1.21726346, 1.21679926, 1.21679842
12487, 1.22364771, 0.34999999, 1.22364771               1.21726346, 1.21679926, 1.21679842
12488, 1.22485483, 0.33942309, 1.22485483               1.21726346, 1.21679926, 1.21679842
12489, 1.22332048, 0.34999999, 1.22332048               1.21726346, 1.21679926, 1.21679842
12490, 1.22674942, 0.34615386, 1.22674942               1.21726346, 1.21679926, 1.21679842
12491, 1.22411752, 0.34519231, 1.22411752               1.21726346, 1.21679926, 1.21679842
12492, 1.22353780, 0.34999999, 1.22353780               1.21726346, 1.21679926, 1.21679842
12493, 1.22228289, 0.35288462, 1.22228289               1.21726346, 1.21679926, 1.21679842
12494, 1.22320604, 0.35673076, 1.22320604               1.21726346, 1.21679926, 1.21679842
12495, 1.22600913, 0.34807691, 1.22600913               1.21726346, 1.21679926, 1.21679842
12496, 1.22863066, 0.35480770, 1.22863066               1.21726346, 1.21679926, 1.21679842
12497, 1.22873187, 0.35480770, 1.22873187               1.21726346, 1.21679926, 1.21679842
12498, 1.22305131, 0.35288462, 1.22305131               1.21726346, 1.21679926, 1.21679842
12499, 1.21978545, 0.34038460, 1.21978545               1.21726346, 1.21679926, 1.21679842
12500, 1.21852767, 0.35961539, 1.21852767               1.21726346, 1.21679926, 1.21679842
12501, 1.22108924, 0.35288462, 1.22108924               1.21726346, 1.21679926, 1.21679842
12502, 1.22487259, 0.35769230, 1.22487259               1.21726346, 1.21679926, 1.21679842





14887, 1.25096858, 0.32019231, 1.25096858               1.24701762, 1.24701309, 1.24682760
14888, 1.25409257, 0.33750001, 1.25409257               1.24701762, 1.24701309, 1.24682760
14889, 1.25112283, 0.32596153, 1.25112283               1.24701762, 1.24701309, 1.24682760
14890, 1.25019610, 0.32115385, 1.25019610               1.24701762, 1.24701309, 1.24682760
14891, 1.25330687, 0.31634617, 1.25330687               1.24701762, 1.24701309, 1.24682760
14892, 1.25283098, 0.32596153, 1.25283098               1.24701762, 1.24701309, 1.24682760
14893, 1.24998164, 0.32115385, 1.24998164               1.24701762, 1.24701309, 1.24682760
14894, 1.25061250, 0.32596153, 1.25061250               1.24701762, 1.24701309, 1.24682760
14895, 1.25293887, 0.32307693, 1.25293887               1.24701762, 1.24701309, 1.24682760
14896, 1.24994421, 0.31826922, 1.24994421               1.24701762, 1.24701309, 1.24682760
14897, 1.24953365, 0.31538463, 1.24953365               1.24701762, 1.24701309, 1.24682760
14898, 1.25392437, 0.32788461, 1.25392437               1.24701762, 1.24701309, 1.24682760
14899, 1.25151896, 0.32884616, 1.25151896               1.24701762, 1.24701309, 1.24682760
14900, 1.24936914, 0.32692307, 1.24936914               1.24701762, 1.24701309, 1.24682760
14901, 1.25110948, 0.32692307, 1.25110948               1.24701762, 1.24701309, 1.24682760
14902, 1.25201952, 0.31923077, 1.25201952               1.24701762, 1.24701309, 1.24682760
14903, 1.24988711, 0.32692307, 1.24988711               1.24701762, 1.24701309, 1.24682760
14904, 1.24933124, 0.32211539, 1.24933124               1.24701762, 1.24701309, 1.24682760
14905, 1.25075829, 0.32499999, 1.25075829               1.24701762, 1.24701309, 1.24682760
14906, 1.25150621, 0.34038460, 1.25150621               1.24701762, 1.24701309, 1.24682760
14907, 1.25037467, 0.30480769, 1.25037467               1.24701762, 1.24701309, 1.24682760
14908, 1.25150526, 0.32980770, 1.25150526               1.24701762, 1.24701309, 1.24682760
14909, 1.25077760, 0.31730768, 1.25077760               1.24701762, 1.24701309, 1.24682760
14910, 1.24940097, 0.31634617, 1.24940097               1.24701762, 1.24701309, 1.24682760
14911, 1.24958992, 0.33750001, 1.24958992               1.24701762, 1.24701309, 1.24682760
14912, 1.25082648, 0.31153846, 1.25082648               1.24701762, 1.24701309, 1.24682760
14913, 1.25048733, 0.32692307, 1.25048733               1.24701762, 1.24701309, 1.24682760
14914, 1.24838173, 0.33173078, 1.24838173               1.24701762, 1.24701309, 1.24682760
14915, 1.24839783, 0.31538463, 1.24839783               1.24701762, 1.24701309, 1.24682760
14916, 1.24945474, 0.32403848, 1.24945474               1.24701762, 1.24701309, 1.24682760
14917, 1.24974227, 0.32403848, 1.24974227               1.24701762, 1.24701309, 1.24682760
14918, 1.24939382, 0.32019231, 1.24939382               1.24701762, 1.24701309, 1.24682760
14919, 1.24876487, 0.33461538, 1.24876487               1.24701762, 1.24701309, 1.24682760
14920, 1.24945509, 0.31730768, 1.24945509               1.24701762, 1.24701309, 1.24682760





12096, 1.31805110, 0.28557691, 1.31805110               1.31628406, 1.31627631, 1.31625164
12097, 1.31804717, 0.28269231, 1.31804717               1.31628406, 1.31627631, 1.31625164
12098, 1.31775439, 0.27403846, 1.31775439               1.31628406, 1.31627631, 1.31625164
12099, 1.31770790, 0.27211538, 1.31770790               1.31628406, 1.31627631, 1.31625164
12100, 1.31794918, 0.27500001, 1.31794918               1.31628406, 1.31627631, 1.31625164
12101, 1.31771851, 0.27884614, 1.31771851               1.31628406, 1.31627631, 1.31625164
12102, 1.31765199, 0.27980769, 1.31765199               1.31628406, 1.31627631, 1.31625164
12103, 1.31753540, 0.27884614, 1.31753540               1.31628406, 1.31627631, 1.31625164
12104, 1.31751227, 0.27788460, 1.31751227               1.31628406, 1.31627631, 1.31625164
12105, 1.31761432, 0.27500001, 1.31761432               1.31628406, 1.31627631, 1.31625164
12106, 1.31735492, 0.28173077, 1.31735492               1.31628406, 1.31627631, 1.31625164
12107, 1.31741071, 0.27596155, 1.31741071               1.31628406, 1.31627631, 1.31625164
12108, 1.31725764, 0.27211538, 1.31725764               1.31628406, 1.31627631, 1.31625164
12109, 1.31740248, 0.27500001, 1.31740248               1.31628406, 1.31627631, 1.31625164
12110, 1.31723011, 0.27980769, 1.31723011               1.31628406, 1.31627631, 1.31625164
12111, 1.31720829, 0.27788460, 1.31720829               1.31628406, 1.31627631, 1.31625164
12112, 1.31709719, 0.27884614, 1.31709719               1.31628406, 1.31627631, 1.31625164
12113, 1.31714654, 0.27788460, 1.31714654               1.31628406, 1.31627631, 1.31625164
12114, 1.31704009, 0.28365386, 1.31704009               1.31628406, 1.31627631, 1.31625164
12115, 1.31703401, 0.27884614, 1.31703401               1.31628406, 1.31627631, 1.31625164
12116, 1.31693637, 0.27500001, 1.31693637               1.31628406, 1.31627631, 1.31625164
12117, 1.31699300, 0.27500001, 1.31699300               1.31628406, 1.31627631, 1.31625164
12118, 1.31687641, 0.28365386, 1.31687641               1.31628406, 1.31627631, 1.31625164
12119, 1.31689537, 0.27500001, 1.31689537               1.31628406, 1.31627631, 1.31625164
12120, 1.31678748, 0.27500001, 1.31678748               1.31628406, 1.31627631, 1.31625164
12121, 1.31683910, 0.27884614, 1.31683910               1.31628406, 1.31627631, 1.31625164
12122, 1.31674004, 0.28173077, 1.31674004               1.31628406, 1.31627631, 1.31625164
12123, 1.31672931, 0.27500001, 1.31672931               1.31628406, 1.31627631, 1.31625164
12124, 1.31671083, 0.27596155, 1.31671083               1.31628406, 1.31627631, 1.31625164
12125, 1.31664741, 0.28173077, 1.31664741               1.31628406, 1.31627631, 1.31625164
12126, 1.31666589, 0.27500001, 1.31666589               1.31628406, 1.31627631, 1.31625164
12127, 1.31659639, 0.27403846, 1.31659639               1.31628406, 1.31627631, 1.31625164
12128, 1.31657147, 0.28076923, 1.31657147               1.31628406, 1.31627631, 1.31625164
12129, 1.31657147, 0.27500001, 1.31657147               1.31628406, 1.31627631, 1.31625164
12130, 1.31653178, 0.27500001, 1.31653178               1.31628406, 1.31627631, 1.31625164
12131, 1.31648993, 0.28173077, 1.31648993               1.31628406, 1.31627631, 1.31625164
12132, 1.31651127, 0.27403846, 1.31651127               1.31628406, 1.31627631, 1.31625164























norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-40, -40, -40, -40, -40]
5->4->3->2->1


graph_norm_type: 'adjacency'
pair_norm_type: 'adjacency'
pair_dis_type: 'cosine'
pair_trunc: -40
norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-40, -40, -40, -40, -40]
24455, 1.11539328, 0.37692308, 1.11539328               1.10387802, 1.10339260, 1.10273337
24456, 1.12124598, 0.37692308, 1.12124598               1.10387802, 1.10339260, 1.10273337
24457, 1.11310256, 0.38076922, 1.11310256               1.10387802, 1.10339260, 1.10273337
24458, 1.13196886, 0.37500000, 1.13196886               1.10387802, 1.10339260, 1.10273337
24459, 1.10578656, 0.36826923, 1.10578656               1.10387802, 1.10339260, 1.10273337
24460, 1.12750542, 0.38365385, 1.12750542               1.10387802, 1.10339260, 1.10273337
24461, 1.11253262, 0.38557693, 1.11253262               1.10387802, 1.10339260, 1.10273337
24462, 1.12112176, 0.37884617, 1.12112176               1.10387802, 1.10339260, 1.10273337
24463, 1.12146521, 0.37788463, 1.12146521               1.10387802, 1.10339260, 1.10273337
24464, 1.12023568, 0.37692308, 1.12023568               1.10387802, 1.10339260, 1.10273337
24465, 1.12344098, 0.37980768, 1.12344098               1.10387802, 1.10339260, 1.10273337
24466, 1.11291313, 0.36057693, 1.11291313               1.10387802, 1.10339260, 1.10273337
24467, 1.13808954, 0.38076922, 1.13808954               1.10387802, 1.10339260, 1.10273337
24468, 1.12713540, 0.38269231, 1.12713540               1.10387802, 1.10339260, 1.10273337
24469, 1.11936879, 0.36826923, 1.11936879               1.10387802, 1.10339260, 1.10273337
24470, 1.12357128, 0.39038461, 1.12357128               1.10387802, 1.10339260, 1.10273337
24471, 1.11752784, 0.39134616, 1.11752784               1.10387802, 1.10339260, 1.10273337
24472, 1.12026596, 0.36057693, 1.12026596               1.10387802, 1.10339260, 1.10273337
24473, 1.12262464, 0.37403846, 1.12262464               1.10387802, 1.10339260, 1.10273337
24474, 1.11626983, 0.38269231, 1.11626983               1.10387802, 1.10339260, 1.10273337
24475, 1.12009573, 0.38749999, 1.12009573               1.10387802, 1.10339260, 1.10273337
24476, 1.10987067, 0.36826923, 1.10987067               1.10387802, 1.10339260, 1.10273337
24477, 1.12160516, 0.37403846, 1.12160516               1.10387802, 1.10339260, 1.10273337
24478, 1.12968862, 0.37307692, 1.12968862               1.10387802, 1.10339260, 1.10273337






17014, 1.16660559, 0.37019232, 1.16660559               1.10761344, 1.10749221, 1.10654199
17015, 1.16672456, 0.37019232, 1.16672456               1.10761344, 1.10749221, 1.10654199
17016, 1.16641307, 0.37115383, 1.16641307               1.10761344, 1.10749221, 1.10654199
17017, 1.16660714, 0.37211537, 1.16660714               1.10761344, 1.10749221, 1.10654199
17018, 1.16655934, 0.37115383, 1.16655934               1.10761344, 1.10749221, 1.10654199
17019, 1.16679990, 0.37019232, 1.16679990               1.10761344, 1.10749221, 1.10654199
17020, 1.16641426, 0.37019232, 1.16641426               1.10761344, 1.10749221, 1.10654199
17021, 1.16660035, 0.36826923, 1.16660035               1.10761344, 1.10749221, 1.10654199
17022, 1.16625249, 0.36923078, 1.16625249               1.10761344, 1.10749221, 1.10654199
17023, 1.16634965, 0.37115383, 1.16634965               1.10761344, 1.10749221, 1.10654199
17024, 1.16634059, 0.37115383, 1.16634059               1.10761344, 1.10749221, 1.10654199
17025, 1.16629994, 0.37019232, 1.16629994               1.10761344, 1.10749221, 1.10654199
17026, 1.16604149, 0.36923078, 1.16604149               1.10761344, 1.10749221, 1.10654199
17027, 1.16619790, 0.36923078, 1.16619790               1.10761344, 1.10749221, 1.10654199
17028, 1.16613495, 0.36923078, 1.16613495               1.10761344, 1.10749221, 1.10654199
17029, 1.16607726, 0.37019232, 1.16607726               1.10761344, 1.10749221, 1.10654199
17030, 1.16601622, 0.37019232, 1.16601622               1.10761344, 1.10749221, 1.10654199
17031, 1.16600215, 0.37211537, 1.16600215               1.10761344, 1.10749221, 1.10654199
17032, 1.16595995, 0.37211537, 1.16595995               1.10761344, 1.10749221, 1.10654199
17033, 1.16604257, 0.37307692, 1.16604257               1.10761344, 1.10749221, 1.10654199





11083, 1.14041340, 0.38076922, 1.14041340               1.13071489, 1.13034916, 1.13000226
11084, 1.13551712, 0.37115383, 1.13551712               1.13071489, 1.13034916, 1.13000226
11085, 1.13930142, 0.37980768, 1.13930142               1.13071489, 1.13034916, 1.13000226
11086, 1.13780570, 0.37788463, 1.13780570               1.13071489, 1.13034916, 1.13000226
11087, 1.13561881, 0.37500000, 1.13561881               1.13071489, 1.13034916, 1.13000226
11088, 1.13558662, 0.37596154, 1.13558662               1.13071489, 1.13034916, 1.13000226
11089, 1.13984549, 0.37884617, 1.13984549               1.13071489, 1.13034916, 1.13000226
11090, 1.13704967, 0.37980768, 1.13704967               1.13071489, 1.13034916, 1.13000226
11091, 1.13365185, 0.38173077, 1.13365185               1.13071489, 1.13034916, 1.13000226
11092, 1.13860476, 0.38557693, 1.13860476               1.13071489, 1.13034916, 1.13000226
11093, 1.13745439, 0.37403846, 1.13745439               1.13071489, 1.13034916, 1.13000226
11094, 1.13614976, 0.36826923, 1.13614976               1.13071489, 1.13034916, 1.13000226
11095, 1.13675773, 0.36826923, 1.13675773               1.13071489, 1.13034916, 1.13000226
11096, 1.14124501, 0.36826923, 1.14124501               1.13071489, 1.13034916, 1.13000226
11097, 1.13768256, 0.37500000, 1.13768256               1.13071489, 1.13034916, 1.13000226
11098, 1.14494705, 0.38557693, 1.14494705               1.13071489, 1.13034916, 1.13000226
11099, 1.13633204, 0.38653848, 1.13633204               1.13071489, 1.13034916, 1.13000226
11100, 1.14711940, 0.38365385, 1.14711940               1.13071489, 1.13034916, 1.13000226
11101, 1.13852060, 0.38461539, 1.13852060               1.13071489, 1.13034916, 1.13000226
11102, 1.14132154, 0.37307692, 1.14132154               1.13071489, 1.13034916, 1.13000226
11103, 1.13928783, 0.36538461, 1.13928783               1.13071489, 1.13034916, 1.13000226
11104, 1.14109385, 0.37500000, 1.14109385               1.13071489, 1.13034916, 1.13000226
11105, 1.13864279, 0.38173077, 1.13864279               1.13071489, 1.13034916, 1.13000226
11106, 1.13656557, 0.37596154, 1.13656557               1.13071489, 1.13034916, 1.13000226




10591, 1.18432176, 0.36153847, 1.18432176               1.18145537, 1.18101645, 1.18036354
10592, 1.18456793, 0.35480770, 1.18456793               1.18145537, 1.18101645, 1.18036354
10593, 1.19018340, 0.36634615, 1.19018340               1.18145537, 1.18101645, 1.18036354
10594, 1.19337273, 0.34326923, 1.19337273               1.18145537, 1.18101645, 1.18036354
10595, 1.19313765, 0.37596154, 1.19313765               1.18145537, 1.18101645, 1.18036354
10596, 1.18670928, 0.35384616, 1.18670928               1.18145537, 1.18101645, 1.18036354
10597, 1.18388653, 0.36346152, 1.18388653               1.18145537, 1.18101645, 1.18036354
10598, 1.18498003, 0.34711540, 1.18498003               1.18145537, 1.18101645, 1.18036354
10599, 1.18675816, 0.35865384, 1.18675816               1.18145537, 1.18101645, 1.18036354
10600, 1.18938625, 0.35096154, 1.18938625               1.18145537, 1.18101645, 1.18036354
10601, 1.19081831, 0.36250001, 1.19081831               1.18145537, 1.18101645, 1.18036354
10602, 1.18893492, 0.34807691, 1.18893492               1.18145537, 1.18101645, 1.18036354
10603, 1.18756676, 0.36730769, 1.18756676               1.18145537, 1.18101645, 1.18036354
10604, 1.18829238, 0.34038460, 1.18829238               1.18145537, 1.18101645, 1.18036354
10605, 1.19310963, 0.37307692, 1.19310963               1.18145537, 1.18101645, 1.18036354
10606, 1.19441390, 0.34038460, 1.19441390               1.18145537, 1.18101645, 1.18036354
10607, 1.19172406, 0.36153847, 1.19172406               1.18145537, 1.18101645, 1.18036354
10608, 1.18568385, 0.36923078, 1.18568385               1.18145537, 1.18101645, 1.18036354
10609, 1.18298173, 0.35192308, 1.18298173               1.18145537, 1.18101645, 1.18036354
10610, 1.18509603, 0.35673076, 1.18509603               1.18145537, 1.18101645, 1.18036354
10611, 1.19323969, 0.34519231, 1.19323969               1.18145537, 1.18101645, 1.18036354
10612, 1.19579804, 0.35096154, 1.19579804               1.18145537, 1.18101645, 1.18036354
10613, 1.19238901, 0.34807691, 1.19238901               1.18145537, 1.18101645, 1.18036354
10614, 1.18434227, 0.36250001, 1.18434227               1.18145537, 1.18101645, 1.18036354
10615, 1.18229926, 0.35384616, 1.18229926               1.18145537, 1.18101645, 1.18036354
10616, 1.18337977, 0.35288462, 1.18337977               1.18145537, 1.18101645, 1.18036354
10617, 1.18567908, 0.35576922, 1.18567908               1.18145537, 1.18101645, 1.18036354





11349, 1.21514785, 0.34134614, 1.21514785               1.21146083, 1.21140993, 1.21137571
11350, 1.21540451, 0.33365384, 1.21540451               1.21146083, 1.21140993, 1.21137571
11351, 1.21463156, 0.34807691, 1.21463156               1.21146083, 1.21140993, 1.21137571
11352, 1.21611035, 0.33557692, 1.21611035               1.21146083, 1.21140993, 1.21137571
11353, 1.21526384, 0.34134614, 1.21526384               1.21146083, 1.21140993, 1.21137571
11354, 1.21475911, 0.33557692, 1.21475911               1.21146083, 1.21140993, 1.21137571
11355, 1.21376169, 0.34423077, 1.21376169               1.21146083, 1.21140993, 1.21137571
11356, 1.21436608, 0.33846155, 1.21436608               1.21146083, 1.21140993, 1.21137571
11357, 1.21323299, 0.33076924, 1.21323299               1.21146083, 1.21140993, 1.21137571
11358, 1.21389532, 0.34519231, 1.21389532               1.21146083, 1.21140993, 1.21137571
11359, 1.21669722, 0.33173078, 1.21669722               1.21146083, 1.21140993, 1.21137571
11360, 1.22221851, 0.33942309, 1.22221851               1.21146083, 1.21140993, 1.21137571
11361, 1.23472488, 0.32403848, 1.23472488               1.21146083, 1.21140993, 1.21137571
11362, 1.24401164, 0.33461538, 1.24401164               1.21146083, 1.21140993, 1.21137571
11363, 1.25657916, 0.33269230, 1.25657916               1.21146083, 1.21140993, 1.21137571
11364, 1.22291267, 0.32403848, 1.22291267               1.21146083, 1.21140993, 1.21137571
11365, 1.22803926, 0.32980770, 1.22803926               1.21146083, 1.21140993, 1.21137571
11366, 1.24286759, 0.32980770, 1.24286759               1.21146083, 1.21140993, 1.21137571
11367, 1.21585572, 0.32115385, 1.21585572               1.21146083, 1.21140993, 1.21137571
11368, 1.23531485, 0.34519231, 1.23531485               1.21146083, 1.21140993, 1.21137571





12246, 1.27759171, 0.30480769, 1.27759171               1.27621317, 1.27617574, 1.27612698
12247, 1.27753520, 0.30000001, 1.27753520               1.27621317, 1.27617574, 1.27612698
12248, 1.27699161, 0.31057692, 1.27699161               1.27621317, 1.27617574, 1.27612698
12249, 1.27694619, 0.30288461, 1.27694619               1.27621317, 1.27617574, 1.27612698
12250, 1.27713966, 0.30865383, 1.27713966               1.27621317, 1.27617574, 1.27612698
12251, 1.27712023, 0.30480769, 1.27712023               1.27621317, 1.27617574, 1.27612698
12252, 1.27703321, 0.29326922, 1.27703321               1.27621317, 1.27617574, 1.27612698
12253, 1.27709854, 0.31634617, 1.27709854               1.27621317, 1.27617574, 1.27612698
12254, 1.27732801, 0.29038462, 1.27732801               1.27621317, 1.27617574, 1.27612698
12255, 1.27774823, 0.31250000, 1.27774823               1.27621317, 1.27617574, 1.27612698
12256, 1.27844441, 0.28461540, 1.27844441               1.27621317, 1.27617574, 1.27612698
12257, 1.27963340, 0.31826922, 1.27963340               1.27621317, 1.27617574, 1.27612698
12258, 1.28135741, 0.28173077, 1.28135741               1.27621317, 1.27617574, 1.27612698
12259, 1.28315520, 0.31730768, 1.28315520               1.27621317, 1.27617574, 1.27612698
12260, 1.28247142, 0.29230770, 1.28247142               1.27621317, 1.27617574, 1.27612698
12261, 1.27935028, 0.30769232, 1.27935028               1.27621317, 1.27617574, 1.27612698
12262, 1.27688563, 0.31923077, 1.27688563               1.27621317, 1.27617574, 1.27612698
12263, 1.27840149, 0.28557691, 1.27840149               1.27621317, 1.27617574, 1.27612698
12264, 1.28039277, 0.31538463, 1.28039277               1.27621317, 1.27617574, 1.27612698
12265, 1.27913547, 0.30480769, 1.27913547               1.27621317, 1.27617574, 1.27612698
12266, 1.27710199, 0.29326922, 1.27710199               1.27621317, 1.27617574, 1.27612698
12267, 1.27765262, 0.31346154, 1.27765262               1.27621317, 1.27617574, 1.27612698
12268, 1.27856362, 0.29903847, 1.27856362               1.27621317, 1.27617574, 1.27612698
12269, 1.27760434, 0.30480769, 1.27760434               1.27621317, 1.27617574, 1.27612698
12270, 1.27703369, 0.31153846, 1.27703369               1.27621317, 1.27617574, 1.27612698
12271, 1.27781224, 0.29615384, 1.27781224               1.27621317, 1.27617574, 1.27612698
